host_unix,host_time,seq,up_ms,temp_c,press_hpa,alt_baro_m,alt_fused_m,vel_m_s,az_m_s2,lax_m_s2,lay_m_s2,laz_m_s2,gx_m_s2,gy_m_s2,gz_m_s2,heading,roll,pitch,calib,vstate,elev,servo_deg
1782883809.682389,14:30:09.682,9712,100.612,0.0,3.03,0.007,2525.606,20249.505,336200.961,-20.48,-24.055,0.394,32.512,0.002,22.016,0.02,122.88,0.01,0,15,0,0.0
1782883809.682406,14:30:09.682,9713,135.256,0.38,202495.05,503970.561,-1576423.424,2130706.826,1493172.226,0.002,12.288,0.001,1.792,0.0,-23.04,98.65,-243.2,135.63,1,1,242,102.49
1782883809.682419,14:30:09.682,9714,145.33,-240.55,21307068.26,1660944.386,-469762.046,-218103.808,-1493172.225,9.865,-24.32,13.563,0.257,2.17,0.05,24.81,-300.46,0.01,127,2,0,258.56
1782883809.682599,14:30:09.682,9717,100.077,24.81,1010.26,0.639,0.615,0.227,-0.025,-30.298,0.038,-1.119,0.308,-4.607,2.825,453.12,-240.55,3.94,0,127,2,0.0
1782883809.682611,14:30:09.682,9718,100.694,0.0,2.27,-0.017,2525.606,20249.505,352970.241,-20.224,-24.055,0.394,32.512,0.002,27.648,0.02,-74.24,0.0,0,17,0,0.0
1782883809.682620,14:30:09.682,9719,135.315,0.38,202495.05,520740.865,-1576423.168,2130706.826,1895825.41,0.002,-22.016,0.0,1.28,0.0,-23.04,98.65,-243.2,135.63,1,1,36,105.05
1782883809.682630,14:30:09.682,9720,145.389,-240.55,21307068.26,1929379.842,-1442840.574,218103.808,-1509949.44,9.865,-24.32,13.563,0.257,2.534,0.05,24.81,-300.46,0.01,127,2,0,299.52
1782883809.789908,14:30:09.789,9723,100.138,24.81,1010.26,0.639,0.63,0.17,-0.023,-30.298,0.038,-1.119,0.308,-9.215,2.313,453.12,-240.55,3.94,0,127,2,0.0
1782883809.789950,14:30:09.789,9724,100.77,0.0,1.7,-0.046,2525.606,20249.505,319411.969,-20.224,-24.055,0.394,32.512,0.002,31.488,0.02,325.12,0.0,0,222,255,-0.01
1782883809.789968,14:30:09.789,9725,135.376,0.38,202495.05,487168.513,-1576423.168,2130706.826,2080374.786,0.002,32.512,0.0,-14.848,-0.001,-22.785,98.65,-243.2,135.63,1,1,224,99.93
1782883809.790320,14:30:09.790,9728,100.187,24.81,1010.26,0.639,0.639,0.126,-0.013,-30.298,0.038,-1.119,0.308,-9.983,2.569,453.12,-240.55,3.94,0,127,2,0.0
1782883809.790337,14:30:09.790,9729,100.827,0.0,1.26,-0.003,2525.606,20249.505,336188.673,-20.224,-24.055,0.394,32.512,0.002,-32.512,0.02,243.2,0.0,0,253,255,-0.01
1782883809.790392,14:30:09.790,9730,135.425,0.38,34722.89,503965.441,-1576423.168,2130706.826,-2113929.214,0.002,24.064,0.0,-8.704,-0.001,-22.785,98.65,-243.2,135.63,0,1,224,102.49
1782883809.790408,14:30:09.790,9731,145.499,-240.55,21307068.26,-2097151.998,1577058.306,-419430.4,-1493172.225,9.865,-24.32,13.563,0.256,2.525,0.05,24.81,-300.46,0.01,127,2,0,-320.0
1782883809.898158,14:30:09.898,9734,100.247,24.81,1010.26,0.639,0.644,0.094,-0.015,-30.298,0.038,-1.119,0.052,-10.239,2.569,453.12,-240.55,3.94,0,127,2,0.0
1782883809.898199,14:30:09.898,9735,100.891,0.0,0.7,-0.025,2525.606,3472.289,336205.825,-20.224,-24.055,0.394,32.512,0.002,-31.488,0.02,179.2,0.0,0,243,255,-0.01
1782883809.898214,14:30:09.898,9736,135.485,0.38,34722.89,503964.161,-1576423.168,2130706.826,-2046820.35,0.002,17.92,0.0,1.792,0.0,-23.04,98.65,-243.2,135.63,0,1,224,102.49
1782883810.005083,14:30:10.005,9739,100.297,24.81,1010.26,0.639,0.647,0.07,-0.013,-30.298,0.038,-1.119,0.052,-9.215,2.569,453.12,-240.55,3.94,0,127,2,0.0
1782883810.005116,14:30:10.005,9740,100.943,0.0,0.52,-0.032,2525.606,3472.289,336212.993,-20.224,-24.055,0.394,32.512,0.002,-31.232,0.02,133.12,0.0,0,220,255,-0.01
1782883810.005128,14:30:10.005,9741,135.535,0.38,34722.89,503965.441,-1576423.168,2130706.826,-2030043.134,0.002,13.312,0.0,-3.328,-0.001,-22.785,98.65,-243.2,135.63,0,1,229,102.49
1782883810.005139,14:30:10.005,9742,145.609,-240.55,21307068.26,-2030043.134,855638.018,-285212.672,-1493172.225,9.865,-24.32,13.563,0.256,2.532,0.05,24.81,-300.46,0.01,127,2,0,-307.2
1782883810.005388,14:30:10.005,9745,100.357,24.81,1010.26,0.639,0.647,0.038,-0.023,-30.298,0.038,-1.119,0.052,17.153,2.57,453.12,-240.55,3.94,0,127,2,0.0
1782883810.005400,14:30:10.005,9746,101.004,0.0,0.38,0.017,2525.606,3472.289,336194.561,-20.224,-24.055,0.394,32.512,0.002,-30.976,0.02,97.28,0.0,0,243,255,-0.01
1782883810.005409,14:30:10.005,9747,135.595,0.38,34722.89,503966.465,-1576423.168,2130706.826,-2013265.918,0.002,9.728,0.0,4.864,0.0,-23.04,98.65,-243.2,135.63,0,1,234,102.49
1782883810.005573,14:30:10.005,9750,100.407,24.81,1010.26,0.639,0.647,0.029,-0.013,-30.298,0.038,-1.119,0.052,18.945,2.57,453.12,-240.55,3.94,0,127,2,0.0
1782883810.005583,14:30:10.005,9751,101.054,0.0,0.28,-0.015,2525.606,3472.289,336195.841,-20.224,-24.055,0.394,32.512,0.002,-30.976,0.02,74.24,0.0,0,7,0,0.0
1782883810.005593,14:30:10.005,9752,135.645,0.38,34722.89,503967.745,-1576423.168,2130706.826,-2013265.918,0.002,7.168,0.0,-0.768,-0.001,-22.785,98.65,-243.2,135.63,0,1,239,102.49
1782883810.005602,14:30:10.005,9753,145.719,-240.55,21307068.26,-2013265.918,469762.05,-419430.4,-1493172.225,9.865,-24.32,13.563,0.256,2.542,0.05,24.81,-300.46,0.01,127,2,0,-312.32
1782883810.112971,14:30:10.112,9756,100.467,24.81,1010.26,0.639,0.647,0.021,0.038,-30.298,0.038,-1.119,0.052,-2.559,2.569,453.12,-240.55,3.94,0,127,2,0.0
1782883810.113014,14:30:10.113,9757,101.114,0.0,0.22,0.007,2525.606,3472.289,336196.865,-20.224,-24.055,0.394,32.512,0.002,-30.976,0.02,53.76,0.0,0,224,255,-0.01
1782883810.113032,14:30:10.113,9758,135.705,0.38,34722.89,503968.769,-1576423.168,2130706.826,-2030043.134,0.002,5.376,0.0,-6.912,-0.001,-22.785,98.65,-243.2,135.63,0,1,244,102.49
1782883810.113356,14:30:10.113,9761,100.517,24.81,1010.26,0.639,0.646,0.015,-0.015,-30.298,0.038,-1.119,0.052,-1.279,2.569,453.12,-240.55,3.94,0,127,2,0.0
1782883810.113374,14:30:10.113,9762,101.163,0.0,0.16,0.048,2525.606,3472.289,336198.145,-20.224,-24.055,0.394,32.512,0.002,-31.232,0.02,40.96,0.0,0,28,0,0.0
1782883810.113387,14:30:10.113,9763,135.755,0.38,34722.89,503970.049,-1576423.168,2130706.826,-2046820.35,0.002,4.096,0.0,1.28,0.0,-23.04,98.65,-243.2,135.63,0,1,249,102.49
1782883810.220465,14:30:10.220,9766,100.567,24.81,1010.26,0.639,0.645,0.012,-0.013,-30.298,0.038,-1.119,0.052,-0.511,2.825,453.12,-240.55,3.94,0,127,2,0.0
1782883810.220506,14:30:10.220,9767,101.212,0.0,0.12,-0.021,2525.606,3472.289,336199.169,-20.224,-24.055,0.394,32.512,0.002,-31.488,0.02,28.16,0.0,0,253,255,-0.01
1782883810.220525,14:30:10.220,9768,135.805,0.38,34722.89,503971.329,-1576423.168,2130706.826,-2046820.35,0.002,2.816,0.0,-2.304,-0.001,-22.785,98.65,-243.2,135.63,0,1,254,102.49
1782883810.220774,14:30:10.220,9771,100.617,24.81,1010.26,0.639,0.645,0.009,0.028,-30.298,0.038,-1.119,0.052,0.513,2.826,453.12,-240.55,3.94,0,127,2,0.0
1782883810.220786,14:30:10.220,9772,101.262,0.0,0.09,0.03,2525.606,3472.289,352977.409,-20.224,-24.055,0.394,32.512,0.002,-31.488,0.02,23.04,0.0,0,26,0,0.0
1782883810.220795,14:30:10.220,9773,135.855,0.38,34722.89,520749.313,-1576423.168,2130706.826,-2063597.566,0.002,2.304,0.0,-0.256,-0.001,-22.785,98.65,-243.2,135.63,0,1,1,105.06
1782883810.328143,14:30:10.328,9776,100.668,24.8,1010.26,0.639,0.644,0.006,-0.011,-30.298,0.038,-1.119,0.052,1.281,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883810.328184,14:30:10.328,9777,101.312,0.0,0.06,-0.019,2525.606,3472.289,336200.961,-20.48,-24.055,0.394,32.512,0.002,-31.744,0.02,15.36,0.0,0,239,255,-0.01
1782883810.328200,14:30:10.328,9778,135.906,0.38,34722.89,503973.121,-1576423.424,2130706.826,-2080374.782,0.002,1.536,0.0,0.768,0.0,-23.04,98.65,-243.2,135.63,0,1,5,102.5
1782883810.328478,14:30:10.328,9781,100.718,24.8,1010.26,0.639,0.643,0.004,-0.005,-30.298,0.038,-1.119,0.052,2.049,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883810.328495,14:30:10.328,9782,101.361,0.0,0.04,0.02,2525.606,3472.289,336201.729,-20.48,-24.055,0.394,32.512,0.002,-32.0,0.02,12.8,0.0,0,40,0,0.0
1782883810.328507,14:30:10.328,9783,135.956,0.38,34722.89,503973.889,-1576423.424,2130706.826,-2097151.998,0.002,1.28,0.0,-0.768,-0.001,-22.785,98.65,-243.2,135.63,0,1,8,102.5
1782883810.435954,14:30:10.435,9786,100.768,24.8,1010.25,0.727,0.669,0.44,-0.033,-30.298,0.038,-1.119,0.308,-7.679,2.568,450.56,-243.11,3.94,0,215,2,0.0
1782883810.435993,14:30:10.435,9787,101.441,0.0,4.4,-0.005,2525.606,20249.505,336122.881,-20.48,-24.311,0.394,-10.496,0.002,-23.04,0.02,-186.88,0.01,0,233,255,-0.01
1782883810.436010,14:30:10.436,9788,136.006,0.38,202495.05,503891.969,-1593200.64,-687865.462,-1442840.574,0.002,-18.688,0.001,-3.84,-0.001,-22.785,98.65,-243.2,135.63,1,1,186,102.48
1782883810.436291,14:30:10.436,9791,100.818,24.8,1010.25,0.727,0.698,0.329,-0.001,-30.298,0.038,-1.119,0.308,-15.615,2.568,450.56,-243.11,3.94,0,215,2,0.0
1782883810.436307,14:30:10.436,9792,101.519,0.0,3.29,-0.011,2525.606,20249.505,336115.713,-20.48,-24.311,0.394,-10.496,0.002,-16.384,0.02,186.88,0.01,0,0,0,0.0
1782883810.436319,14:30:10.436,9793,136.056,0.38,202495.05,503885.569,-1593200.64,-687865.462,-1006632.958,0.002,18.688,0.001,-3.84,-0.001,-22.785,98.65,-243.2,135.63,1,1,165,102.48
1782883810.543196,14:30:10.543,9796,100.868,24.81,1010.25,0.727,0.716,0.246,-0.028,-30.298,0.038,-1.119,0.308,-19.455,2.568,453.12,-243.11,3.94,0,215,2,0.0
1782883810.543235,14:30:10.543,9797,101.587,0.0,2.46,-0.005,2525.606,20249.505,336112.641,-20.224,-24.311,0.394,-10.496,0.002,-12.032,0.02,-25.6,0.0,0,0,0,0.0
1782883810.543247,14:30:10.543,9798,136.106,0.38,202495.05,554214.657,-1576423.168,2130706.826,-1124073.47,0.002,-2.816,-0.002,10.495,0.0,-23.04,98.65,-243.2,135.63,0,1,184,102.51
1782883810.543564,14:30:10.543,9801,100.918,24.81,1010.26,0.639,0.697,-0.267,0.0,-30.298,0.038,-1.119,0.052,-4.351,2.825,453.12,-240.55,3.94,0,127,2,0.0
1782883810.543577,14:30:10.543,9802,101.612,0.0,42949670.29,0.0,2525.606,3472.289,336197.633,-20.224,-24.055,0.394,32.512,0.002,-19.456,0.02,-28.16,-0.02,255,253,255,-0.01
1782883810.543588,14:30:10.543,9803,136.156,0.38,34722.89,503971.585,-1576423.168,2130706.826,-1325400.062,0.002,-2.816,-0.002,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,8,102.5
1782883810.651010,14:30:10.651,9806,100.966,24.81,1010.25,0.727,0.699,0.22,0.0,-30.298,0.038,-1.119,0.052,25.601,3.081,453.12,-243.11,3.94,0,215,2,0.0
1782883810.651051,14:30:10.651,9807,101.669,0.0,2.2,0.0,2525.606,3472.289,352887.553,-20.224,-24.311,0.394,-10.496,0.002,-16.128,0.02,-92.16,0.0,0,0,0,0.0
1782883810.651067,14:30:10.651,9808,136.204,0.38,34722.89,503898.881,-1593200.384,-687865.462,-1056964.606,0.002,-9.216,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,81,107.61
1782883810.651400,14:30:10.651,9811,101.016,24.81,1010.26,0.639,0.686,-0.289,0.0,-30.298,0.038,-1.119,0.052,-29.951,3.081,453.12,-240.55,3.94,0,127,2,0.0
1782883810.651461,14:30:10.651,9812,101.696,0.0,42949670.07,0.0,2525.606,3472.289,369788.929,-20.224,-24.055,0.394,32.512,0.002,-23.296,0.02,-84.48,-0.02,255,0,0,0.0
1782883810.651475,14:30:10.651,9813,136.254,0.38,34722.89,537539.585,-1576423.168,2130706.826,-1577058.302,0.002,-8.448,-0.002,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,62,102.5
1782883810.651488,14:30:10.651,9814,146.328,-240.55,21307068.26,-1694498.814,654311.426,16777.215,-1509949.44,9.865,-24.32,13.563,0.256,2.949,0.052,24.81,-300.46,0.01,127,2,0,-268.8
1782883810.758727,14:30:10.758,9817,101.078,24.81,1010.26,0.639,0.661,-0.217,0.0,-30.298,0.038,-1.119,0.052,16.897,2.57,453.12,-240.55,3.94,0,127,2,0.0
1782883810.758970,14:30:10.758,9818,101.737,0.0,42949670.79,-0.007,2525.606,3472.289,302663.937,-20.224,-24.055,0.394,32.512,0.002,-27.904,0.02,99.84,-0.01,255,249,255,-0.01
1782883810.758991,14:30:10.758,9819,136.316,0.38,34722.89,503962.625,-1593200.64,-687865.462,-1509949.438,0.002,9.216,0.001,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,133,102.46
1782883810.759006,14:30:10.759,9820,146.134,-243.11,36071018.34,-1459617.79,603979.778,0.001,-1509949.44,9.865,-24.32,13.563,0.256,2.311,0.048,24.8,-300.47,0.01,215,2,0,-222.72
1782883810.759223,14:30:10.759,9823,101.138,24.8,1010.25,0.727,0.687,0.291,-0.042,-30.298,0.038,-1.119,0.052,-27.135,2.568,450.56,-243.11,3.94,0,215,2,0.0
1782883810.759235,14:30:10.759,9824,101.828,0.0,2.91,0.0,2525.606,3472.289,336129.281,-20.48,-24.055,0.394,32.512,0.002,-23.04,0.02,138.24,-0.01,255,0,0,0.0
1782883810.759245,14:30:10.759,9825,136.376,0.38,34722.89,504084.481,-1576423.424,2130706.826,-1543503.87,0.002,13.824,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,14,97.38
1782883810.759255,14:30:10.759,9826,146.194,-240.55,21307068.26,-1543503.87,905969.666,16777.215,-1509949.44,9.865,-24.32,13.563,0.256,2.473,0.05,24.8,-300.46,0.01,127,2,0,-245.76
1782883810.866645,14:30:10.866,9829,101.196,24.8,1010.26,0.639,0.672,-0.203,-0.024,-30.298,0.038,-1.119,0.052,-19.199,3.081,450.56,-240.55,3.94,0,127,2,0.0
1782883810.866688,14:30:10.866,9830,101.858,0.0,42949671.44,0.0,2525.606,3472.289,369842.177,-20.48,-24.055,0.394,32.512,0.002,-27.392,0.02,266.24,-0.01,255,0,0,0.0
1782883810.866704,14:30:10.866,9831,136.434,0.38,34722.89,554312.193,-1576423.424,2130706.826,-1828716.542,0.002,26.624,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,39,105.06
1782883810.866718,14:30:10.866,9832,146.252,-240.55,21307068.26,-1845493.758,1744830.466,-234881.025,-1493172.225,9.865,-24.32,13.563,0.256,2.603,0.052,24.8,-300.46,0.01,127,2,0,-286.72
1782883810.867028,14:30:10.867,9835,101.259,24.8,1010.26,0.639,0.652,-0.114,0.0,-30.298,0.038,-1.119,0.052,-12.287,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883810.867043,14:30:10.867,9836,101.909,0.0,42949671.82,0.0,2525.606,3472.289,336211.457,-20.48,-24.055,0.394,32.512,0.002,-30.464,0.02,-291.84,-0.01,255,0,0,0.0
1782883810.867055,14:30:10.867,9837,136.497,0.38,34722.89,470429.953,-1576423.424,2130706.826,-2013265.918,0.002,-29.184,-0.001,2.047,0.0,-23.04,98.65,-243.2,135.63,0,1,52,102.5
1782883810.974468,14:30:10.974,9840,101.309,24.8,1010.26,0.639,0.645,-0.086,0.0,-30.298,0.038,-1.119,0.052,32.001,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883810.974508,14:30:10.974,9841,101.953,0.0,42949672.1,0.0,2525.606,3472.289,336212.993,-20.48,-24.055,0.394,32.512,0.002,-32.0,0.02,-220.16,-0.01,255,0,0,0.0
1782883810.974526,14:30:10.974,9842,136.547,0.38,34722.89,470431.233,-1576423.424,2130706.826,-2113929.214,0.002,-22.016,-0.001,-5.633,-0.001,-22.785,98.65,-243.2,135.63,0,1,56,102.5
1782883810.974839,14:30:10.974,9845,101.359,24.8,1010.26,0.639,0.64,-0.064,0.0,-30.298,0.038,-1.119,0.052,17.921,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883810.974856,14:30:10.974,9846,101.998,0.0,42949672.32,0.0,2525.606,3472.289,336213.505,-20.48,-24.055,0.394,32.512,0.002,32.512,0.02,-163.84,-0.01,255,0,0,0.0
1782883810.974870,14:30:10.974,9847,136.597,0.38,34722.89,470431.745,-1576423.424,2130706.826,2113929.218,0.002,-16.384,-0.001,-3.585,-0.001,-22.785,98.65,-243.2,135.63,0,1,57,94.82
1782883810.974883,14:30:10.974,9848,146.415,-240.55,21307068.26,2113929.218,-1073741.822,-234881.025,-1493172.225,9.865,-24.32,13.563,0.256,2.585,0.049,24.8,-300.46,0.01,127,2,0,320.0
1782883811.082175,14:30:11.082,9851,101.418,24.8,1010.26,0.639,0.637,-0.048,0.0,-30.298,0.038,-1.119,0.052,13.569,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883811.082214,14:30:11.082,9852,102.055,0.0,42949672.48,0.0,2525.606,3472.289,319436.545,-20.48,-24.055,0.394,32.512,0.002,31.744,0.02,-122.88,-0.01,255,241,255,-0.01
1782883811.082228,14:30:11.082,9853,136.656,0.38,34722.89,503986.177,-1576423.424,2130706.826,2080374.786,0.002,-12.288,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,58,102.5
1782883811.082241,14:30:11.082,9854,146.474,-240.55,21307068.26,2080374.786,-603979.774,16777.215,-1509949.44,9.865,-24.32,13.563,0.256,2.572,0.05,24.8,-300.46,0.01,127,2,0,317.44
1782883811.082550,14:30:11.082,9857,101.476,24.8,1010.26,0.639,0.636,-0.036,0.0,-30.298,0.038,-1.119,0.052,8.449,2.826,450.56,-240.55,3.94,0,127,2,0.0
1782883811.082568,14:30:11.082,9858,102.111,0.0,42949672.6,-0.005,2525.606,3472.289,369771.009,-20.48,-24.055,0.394,32.512,0.002,31.488,0.02,-92.16,-0.01,255,0,0,0.0
1782883811.082581,14:30:11.082,9859,136.714,0.38,34722.89,571094.785,-1576423.424,2130706.826,2063597.57,0.002,-6.912,-0.001,9.983,0.0,-23.04,98.65,-243.2,135.63,0,1,8,110.18
1782883811.190238,14:30:11.190,9862,101.529,24.8,1010.26,0.639,0.635,-0.027,0.032,-30.298,0.038,-1.119,0.052,12.545,2.058,450.56,-240.55,3.94,0,127,2,0.0
1782883811.190282,14:30:11.190,9863,102.163,0.0,42949672.69,0.0,2525.606,3472.289,336212.481,-20.48,-24.055,0.394,32.512,0.002,31.232,0.02,-69.12,-0.01,255,251,255,-0.01
1782883811.190300,14:30:11.190,9864,136.767,0.38,34722.89,487207.681,-1559646.208,754975.114,1728053.25,0.002,22.784,-0.002,0.255,0.0,-23.04,98.65,-243.2,135.63,2,1,184,99.95
1782883811.190315,14:30:11.190,9865,146.585,-237.99,7549751.14,1660944.386,1493172.226,16777.214,-1509949.44,9.865,-24.32,13.563,0.258,2.879,0.049,24.8,-300.45,0.01,45,2,0,243.2
1782883811.190648,14:30:11.190,9868,101.587,24.8,1010.27,0.557,0.603,-0.422,0.015,-30.298,0.038,-1.119,0.564,22.017,3.083,450.56,-237.99,3.94,0,45,2,0.0
1782883811.190665,14:30:11.190,9869,102.185,0.0,42949668.74,0.015,2525.606,37026.721,353068.545,-20.48,-24.055,0.394,32.512,0.002,24.32,0.02,245.76,0.0,0,0,0,0.0
1782883811.190677,14:30:11.190,9870,136.825,0.38,34722.89,537426.689,-1576423.424,2130706.826,1610612.738,0.002,24.576,0.0,-3.328,-0.001,-22.785,98.65,-243.2,135.63,0,1,68,107.62
1782883811.298089,14:30:11.298,9873,101.637,24.8,1010.26,0.639,0.61,0.096,-0.003,-30.298,0.038,-1.119,0.052,16.129,2.314,450.56,-240.55,3.94,0,127,2,0.0
1782883811.298127,14:30:11.298,9874,102.247,0.0,0.96,-0.003,2525.606,3472.289,369782.529,-20.48,-24.055,0.394,32.512,0.002,26.88,0.02,184.32,0.0,0,249,255,-0.01
1782883811.298141,14:30:11.298,9875,136.875,0.38,34722.89,520694.785,-1576423.424,2130706.826,1778384.898,0.002,18.432,0.0,1.792,0.0,-23.04,98.65,-243.2,135.63,0,1,50,105.06
1782883811.298153,14:30:11.298,9876,146.693,-240.55,21307068.26,1795162.114,1207959.554,-117440.512,-1493172.225,9.865,-24.32,13.563,0.256,2.608,0.05,24.8,-300.46,0.01,127,2,0,273.92
1782883811.298497,14:30:11.298,9879,101.698,24.8,1010.26,0.639,0.62,0.072,0.009,-30.298,0.038,-1.119,0.052,11.265,2.57,450.56,-237.99,3.94,0,45,2,0.0
1782883811.298515,14:30:11.298,9880,102.302,0.0,42949669.5,-0.013,2525.606,37026.721,336312.321,-20.48,-23.799,0.394,11.52,0.002,22.784,0.02,-232.96,-0.02,255,219,255,-0.01
1782883811.298528,14:30:11.298,9881,136.936,0.38,370267.21,504051.457,-1559646.208,754975.114,1426063.362,0.002,-23.296,-0.002,-3.073,-0.001,-22.785,98.65,-243.2,135.63,2,1,66,99.95
1782883811.298541,14:30:11.298,9882,146.754,-237.99,7549751.14,1375731.714,-1526726.654,-402653.186,-1493172.225,9.865,-24.32,13.563,0.258,2.891,0.05,24.8,-300.45,0.01,45,2,0,199.68
1782883811.405643,14:30:11.405,9885,101.758,24.8,1010.27,0.557,0.581,-0.261,-0.007,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-237.99,3.94,0,45,2,0.0
1782883811.405693,14:30:11.405,9886,102.337,0.0,42949670.36,0.007,2525.606,37026.721,336285.441,-20.48,-23.799,0.394,11.52,0.002,16.384,0.02,-12.8,-0.02,255,243,255,-0.01
1782883811.405717,14:30:11.405,9887,136.996,0.38,370267.21,487282.177,-1559646.208,754975.114,1040187.394,0.002,-1.28,-0.002,-3.585,-0.001,-22.785,98.65,-243.2,135.63,2,1,94,102.51
1782883811.405764,14:30:11.405,9888,146.814,-237.99,7549751.14,989855.746,-83886.078,-201326.594,-1493172.225,9.865,-24.32,13.563,0.258,2.918,0.049,24.8,-300.45,0.01,45,2,0,138.24
1782883811.406136,14:30:11.406,9891,101.817,24.8,1010.27,0.557,0.564,-0.196,-0.03,-30.298,0.038,-1.119,0.564,22.785,2.571,450.56,-237.99,3.94,0,45,2,0.0
1782883811.406155,14:30:11.406,9892,102.379,0.0,42949671.0,0.028,2525.606,37026.721,336289.537,-20.48,-23.799,0.394,11.52,0.002,12.288,0.02,153.6,-0.01,255,46,0,0.0
1782883811.406169,14:30:11.406,9893,137.055,0.38,370267.21,504063.233,-1559646.208,754975.114,771751.938,0.002,15.36,-0.001,-4.609,-0.001,-22.785,98.65,-243.2,135.63,2,1,107,102.51
1782883811.406182,14:30:11.406,9894,146.873,-240.55,21307068.26,1090519.042,150994.946,-419430.399,-1493172.225,9.865,-24.32,13.563,0.256,1.825,0.05,24.8,-300.46,0.01,127,2,0,174.08
1782883811.513673,14:30:11.513,9897,101.877,24.8,1010.26,0.639,0.583,0.265,-0.019,-30.298,0.038,-1.119,0.052,15.361,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883811.513715,14:30:11.513,9898,102.462,0.0,2.65,-0.025,2525.606,3472.289,336212.993,-20.48,-24.055,0.394,32.512,0.002,19.456,0.02,23.04,0.01,0,253,255,-0.01
1782883811.513732,14:30:11.513,9899,137.115,0.38,34722.89,503983.105,-1576423.424,2130706.826,1476395.01,0.002,-14.592,0.0,1.28,0.0,-23.04,98.65,-243.2,135.63,0,1,39,102.48
1782883811.620622,14:30:11.620,9902,101.927,24.8,1010.26,0.639,0.604,0.199,-0.003,-30.298,0.038,-1.119,0.052,7.425,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883811.620658,14:30:11.620,9903,102.533,0.0,1.99,-0.001,2525.606,3472.289,336205.313,-20.48,-24.055,0.394,32.512,0.002,24.576,0.02,-148.48,0.0,0,243,255,-0.01
1782883811.620670,14:30:11.620,9904,137.165,0.38,34722.89,503976.193,-1576423.424,2130706.826,1744830.466,0.002,-27.648,0.0,-8.448,-0.001,-22.785,98.65,-243.2,135.63,0,1,218,102.48
1782883811.620681,14:30:11.620,9905,146.983,-240.55,21307068.26,1761607.682,-1811939.326,-352321.536,-1493172.225,9.865,-24.32,13.563,0.256,2.574,0.05,24.8,-300.46,0.01,127,2,0,273.92
1782883811.620976,14:30:11.620,9908,101.987,24.8,1010.26,0.639,0.62,0.148,-0.005,-30.298,0.038,-1.119,0.052,1.281,2.57,450.56,-240.55,3.94,0,127,2,0.0
1782883811.620988,14:30:11.620,9909,102.609,0.0,1.48,-0.032,2525.606,3472.289,336199.937,-20.48,-24.055,0.394,32.512,0.002,29.184,0.02,284.16,0.0,0,19,0,0.0
1782883811.620996,14:30:11.620,9910,137.225,0.38,34722.89,503928.065,-1576423.424,2130706.826,1929379.842,0.002,28.416,0.0,-5.888,-0.001,-22.785,98.65,-243.2,135.63,0,1,2,102.5
1782883811.726676,14:30:11.726,9913,102.037,24.8,1010.26,0.639,0.63,0.111,-0.017,-30.298,0.038,-1.119,0.052,-1.023,2.569,450.56,-240.55,3.94,0,127,2,0.0
1782883811.726716,14:30:11.726,9914,102.668,0.0,1.11,-0.013,2525.606,3472.289,336197.633,-20.48,-24.055,0.394,32.512,0.002,30.976,0.02,209.92,0.0,0,212,255,-0.01
1782883811.726733,14:30:11.726,9915,137.275,0.38,34722.89,503949.569,-1576423.424,2130706.826,2046820.354,0.002,20.992,0.0,-4.352,-0.001,-22.785,98.65,-243.2,135.63,0,1,252,102.49
1782883811.726747,14:30:11.726,9916,147.093,-240.55,21307068.26,2063597.57,1375731.714,117440.512,-1509949.44,9.865,-24.32,13.563,0.256,2.554,0.05,24.8,-300.46,0.01,127,2,0,317.44
1782883811.727071,14:30:11.727,9919,102.097,24.8,1010.26,0.639,0.637,0.082,-0.021,-30.298,0.038,-1.119,0.052,-2.815,2.569,450.56,-240.55,3.94,0,127,2,0.0
1782883811.727086,14:30:11.727,9920,102.735,0.0,0.62,0.009,2525.606,3472.289,336191.745,-20.48,-24.055,0.394,32.512,0.002,32.256,0.02,158.72,0.0,0,247,255,-0.01
1782883811.727098,14:30:11.727,9921,137.335,0.38,34722.89,503970.305,-1576423.424,2130706.826,2130706.434,0.002,15.872,0.0,-0.768,-0.001,-22.785,98.65,-243.2,135.63,0,1,248,102.49
1782883811.834422,14:30:11.834,9924,102.147,24.8,1010.26,0.639,0.64,0.061,-0.033,-30.298,0.038,-1.119,0.052,-2.815,2.569,450.56,-240.55,3.94,0,127,2,0.0
